Wall time,Step,Value
1541397302.296407,5,0.3181961476802826
1541397305.040749,6,0.2964158058166504
1541397315.0988154,10,0.30231213569641113
1541397317.3506546,11,0.29675769805908203
1541397322.4073853,13,0.28102219104766846
1541397325.171371,14,0.26104941964149475
1541397327.3958523,15,0.2720707356929779
1541397332.7996757,17,0.24845069646835327
1541397335.5217168,18,0.23408818244934082
1541397337.7178628,19,0.24088270962238312
1541397340.4169436,20,0.23068808019161224
1541397350.3401453,24,0.22165031731128693
1541397373.2829018,33,0.20023196935653687
1541397376.0729477,34,0.19385594129562378
1541397380.9790711,36,0.21531979739665985
1541397387.7372274,39,0.20276758074760437
1541397389.961654,40,0.20539383590221405
1541397395.0005813,42,0.18096885085105896
1541397399.4615269,44,0.1899866908788681
1541397401.7589674,45,0.1810382455587387
1541397406.7543716,47,0.17890433967113495
1541397411.7716064,49,0.1766568124294281
1541397414.0446787,50,0.18313929438591003
1541397421.2243307,53,0.174235999584198
1541397423.4493046,54,0.21003367006778717
1541397425.7021272,55,0.18249782919883728
1541397427.9184124,56,0.17035029828548431
1541397430.1173382,57,0.18975479900836945
1541397436.892831,60,0.1649601310491562
1541397439.14648,61,0.16181878745555878
1541397443.6816585,63,0.17725816369056702
1541397448.1088603,65,0.15879639983177185
1541397450.3297389,66,0.16577059030532837
1541397453.055113,67,0.14651843905448914
1541397455.2781897,68,0.17601607739925385
1541397461.9644115,71,0.15022428333759308
1541397464.2058685,72,0.16889873147010803
1541397466.4711618,73,0.1678345501422882
1541397469.1586835,74,0.14371059834957123
1541397473.6826432,76,0.1542327105998993
1541397480.927717,79,0.14359526336193085
1541397492.2274656,84,0.17180201411247253
1541397494.4753451,85,0.14479096233844757
1541397496.7033863,86,0.1547694057226181
1541397499.4399292,87,0.14101603627204895
1541397502.1797128,88,0.13968515396118164
1541397504.3911088,89,0.1511537879705429
1541397516.0587487,94,0.1409071683883667
1541397534.3784964,102,0.14977917075157166
1541397541.153318,105,0.14229993522167206
1541397543.4004138,106,0.1373545229434967
1541397559.050509,113,0.1410587877035141
1541397565.807041,116,0.14993727207183838
1541397570.8041058,118,0.12224828451871872
1541397573.0320606,119,0.1306048184633255
1541397575.3309758,120,0.1273992508649826
1541397584.2725546,124,0.12296099215745926
1541397586.977466,125,0.11851618438959122
1541397589.2649672,126,0.13079982995986938
1541397596.045004,129,0.12687751650810242
1541397598.2602022,130,0.13352270424365997
1541397604.991455,133,0.12401019781827927
1541397614.8971665,137,0.11236754059791565
1541397619.3804631,139,0.12056724727153778
1541397623.8441951,141,0.11656312644481659
1541397626.0411906,142,0.11815984547138214
1541397628.2801733,143,0.12627828121185303
1541397630.5137494,144,0.12203208357095718
1541397639.423603,148,0.11647018045186996
1541397644.382817,150,0.10749541223049164
1541397651.62834,153,0.1063481867313385
1541397653.8378015,154,0.13473421335220337
1541397656.106978,155,0.15439338982105255
1541397660.5925083,157,0.11116796731948853
1541397662.780051,158,0.11987921595573425
1541397665.0371785,159,0.10873852670192719
1541397672.2264273,162,0.10919242352247238
1541397676.7916086,164,0.1246352344751358
1541397679.007068,165,0.12221576273441315
1541397683.4911563,167,0.10720617324113846
1541397685.7913072,168,0.111271932721138
1541397692.886041,171,0.1039285659790039
1541397705.0034626,176,0.10109038650989532
1541397707.2503078,177,0.10324224829673767
1541397709.4677887,178,0.10120335966348648
1541397714.427,180,0.09937950223684311
1541397717.154208,181,0.09601592272520065
1541397722.0768027,183,0.10682535916566849
1541397726.575218,185,0.10510484129190445
1541397728.767788,186,0.10347220301628113
1541397731.015084,187,0.09935560822486877
1541397733.262337,188,0.09687186032533646
1541397738.7883584,190,0.09294373542070389
1541397740.9952478,191,0.0986582562327385
1541397759.188328,198,0.09106118977069855
1541397768.621147,202,0.08746980130672455
1541397778.529686,206,0.08621659129858017
1541397781.7729115,207,0.08545000106096268
1541397784.0202506,208,0.08564826846122742
1541397793.047741,212,0.08766043186187744
1541397800.7100708,215,0.08231736719608307
1541397807.9382496,218,0.08293323963880539
1541397810.7083712,219,0.07845143973827362
1541397817.3876727,222,0.07977667450904846
1541397819.625486,223,0.08019735664129257
1541397825.0615067,225,0.07632183283567429
1541397827.2516472,226,0.07669685035943985
1541397829.9147866,227,0.07457852363586426
1541397834.87659,229,0.07526330649852753
1541397837.078491,230,0.0757933184504509
1541397842.0622873,232,0.07334714382886887
1541397844.3032908,233,0.07527655363082886
1541397847.0112214,234,0.07232257723808289
1541397855.913113,237,0.07203923910856247
1541397862.9953725,240,0.07396913319826126
1541397874.7124906,245,0.0859808698296547
1541397879.191434,247,0.10608412325382233
1541397883.6412017,249,0.07164322584867477
1541397886.5881252,250,0.06741753220558167
1541397898.227642,255,0.0664033591747284
1541397905.4422467,258,0.06469273567199707
1541397907.6891806,259,0.06293598562479019
1541397909.9251907,260,0.06366083770990372
1541397912.6841419,261,0.06127747893333435
1541397917.6488163,263,0.060611724853515625
1541397926.5512917,267,0.0624016709625721
1541397931.4587822,269,0.058568667620420456
1541397936.8148856,271,0.05784853175282478
1541397941.311682,273,0.05805874243378639
1541397954.6700363,278,0.05569952726364136
1541397959.1483428,280,0.05787648260593414
1541397969.1033056,284,0.057540468871593475
1541397980.3105159,289,0.05791951343417168
1541397984.7546186,291,0.05482478812336922
1541397986.9910722,292,0.05285567417740822
1541397994.3383968,295,0.05323585122823715
1541397999.239844,297,0.05242154374718666
1541398001.5574322,298,0.05171944200992584
1541398003.8226008,299,0.052159134298563004
1541398009.2648356,301,0.049564462155103683
1541398011.4636247,302,0.053740110248327255
1541398013.7163787,303,0.05135807394981384
1541398023.1115518,307,0.04946133866906166
1541398025.3648944,308,0.051046378910541534
1541398030.3673093,310,0.04850148409605026
1541398037.1428237,313,0.04972834885120392
1541398046.888551,317,0.04786599427461624
1541398049.0889397,318,0.04866054654121399
1541398051.3289135,319,0.04832497984170914
1541398054.3204603,320,0.04512866958975792
1541398059.1790764,322,0.046845730394124985
1541398065.826661,325,0.061807118356227875
1541398068.0759602,326,0.13508474826812744
1541398070.326587,327,0.099881611764431
1541398077.0465968,330,0.04910482466220856
1541398079.2892199,331,0.04954975098371506
1541398083.7568712,333,0.04515305906534195
1541398098.0698261,339,0.04486198350787163
1541398103.0130115,341,0.041384924203157425
1541398109.7167287,344,0.04789672791957855
1541398111.9200516,345,0.044641055166721344
1541398116.3751042,347,0.045018270611763
1541398118.5962417,348,0.04164968058466911
1541398130.2440612,353,0.04091547802090645
1541398132.4628367,354,0.04141554608941078
1541398137.3451324,356,0.04082317277789116
1541398142.3806574,358,0.03950103744864464
1541398144.6127424,359,0.04092969372868538
1541398147.3063624,360,0.03946296498179436
1541398154.4753838,363,0.0417855940759182
1541398156.6821578,364,0.039822302758693695
1541398163.387713,367,0.0393107570707798
1541398165.6384525,368,0.041563309729099274
1541398170.1179605,370,0.04050624370574951
1541398172.3219595,371,0.040515173226594925
1541398177.3105466,373,0.03811829164624214
1541398186.2008033,377,0.03811406344175339
1541398188.4971116,378,0.03866935148835182
1541398190.7383196,379,0.03819100931286812
1541398195.2491384,381,0.03861590847373009
1541398197.9403987,382,0.036243829876184464
1541398205.1887133,385,0.037278562784194946
1541398207.4389083,386,0.039727356284856796
1541398209.670607,387,0.038849830627441406
1541398211.902766,388,0.03916916251182556
1541398216.8475044,390,0.03873340040445328
1541398219.072395,391,0.03713025525212288
1541398222.243021,392,0.03532472997903824
1541398224.495725,393,0.0362524576485157
1541398245.3484452,402,0.03634725883603096
1541398247.61986,403,0.035917747765779495
1541398252.04267,405,0.03875746577978134
1541398259.2722437,408,0.036755237728357315
1541398275.3266218,415,0.03612677752971649
1541398277.5456579,416,0.03507312014698982
1541398286.492497,420,0.03287860378623009
1541398288.7353346,421,0.03509018197655678
1541398290.9472632,422,0.03433816879987717
1541398295.4940531,424,0.03484620898962021
1541398300.005551,426,0.03513846918940544
1541398309.4993792,430,0.031353659927845
1541398329.750088,439,0.11723194271326065
1541398331.9790325,440,0.07105933874845505
1541398334.2622302,441,0.04787956923246384
1541398336.4945607,442,0.04186297953128815
1541398340.9938757,444,0.034500718116760254
1541398343.1898062,445,0.03387155011296272
1541398350.328745,448,0.030940571799874306
1541398357.0768545,451,0.03100479580461979
1541398373.1624005,458,0.031338006258010864
1541398375.841394,459,0.030025659129023552
1541398378.0688992,460,0.031167829409241676
1541398380.3175642,461,0.03214983642101288
1541398384.8749285,463,0.03149954229593277
1541398387.1195512,464,0.030300676822662354
1541398389.3356602,465,0.03229070454835892
1541398394.268709,467,0.0312314685434103
1541398396.9870052,468,0.02930300310254097
1541398399.1919606,469,0.02972841076552868
1541398404.1505425,471,0.0289020836353302
1541398408.5693028,473,0.030037662014365196
1541398411.3295262,474,0.027705926448106766
1541398420.3484178,478,0.02981674112379551
1541398436.0899656,485,0.030140135437250137
1541398442.7773755,488,0.031736597418785095
1541398445.0530698,489,0.030311398208141327
1541398449.534932,491,0.03077220730483532
1541398453.9887438,493,0.030603615567088127
1541398461.1692572,496,0.031698644161224365
1541398485.8130038,507,0.030704937875270844
1541398492.4590456,510,0.029757626354694366
1541398494.7373712,511,0.028320342302322388
1541398496.9474928,512,0.02951246313750744
1541398501.3982782,514,0.030445024371147156
